Id,Category
0,2
1,10
2,7
3,9
4,7
5,0
6,0
7,10
8,0
9,2
10,9
11,0
12,5
13,10
14,5
15,4
16,9
17,4
18,7
19,9
20,3
21,5
22,1
23,3
24,9
25,3
26,10
27,4
28,4
29,8
30,5
31,9
32,6
33,4
34,2
35,2
36,8
37,10
38,10
39,8
40,6
41,3
42,10
43,10
44,5
45,1
46,10
47,3
48,10
49,9
50,10
51,1
52,0
53,3
54,9
55,8
56,7
57,2
58,6
59,9
60,5
61,4
62,6
63,3
64,10
65,8
66,1
67,9
68,2
69,10
70,5
71,5
72,5
73,5
74,9
75,7
76,3
77,3
78,1
79,9
80,0
81,0
82,9
83,8
84,6
85,8
86,4
87,4
88,8
89,7
90,5
91,0
92,0
93,5
94,6
95,6
96,1
97,2
98,7
99,10
100,2
101,2
102,8
103,8
104,4
105,7
106,6
107,5
108,9
109,3
110,5
111,8
112,5
113,8
114,9
115,4
116,9
117,7
118,9
119,3
120,8
121,7
122,0
123,2
124,10
125,5
126,5
127,8
128,10
129,9
130,8
131,2
132,10
133,0
134,1
135,2
136,7
137,10
138,3
139,0
140,8
141,4
142,5
143,5
144,3
145,10
146,9
147,5
148,2
149,5
150,2
151,4
152,7
153,0
154,10
155,9
156,1
157,2
158,8
159,2
160,5
161,1
162,5
163,5
164,8
165,8
166,5
167,8
168,3
169,9
170,8
171,1
172,2
173,4
174,6
175,2
176,2
177,10
178,8
179,7
180,3
181,8
182,9
183,6
184,10
185,9
186,4
187,2
188,1
189,4
190,1
191,3
192,2
193,0
194,7
195,4
196,8
197,9
198,0
199,9
200,9
201,8
202,8
203,7
204,0
205,2
206,7
207,9
208,10
209,2
210,8
211,5
212,10
213,0
214,9
215,2
216,10
217,1
218,7
219,0
220,5
221,10
222,2
223,7
224,5
225,5
226,0
227,2
228,6
229,8
230,7
231,9
232,7
233,6
234,3
235,8
236,0
237,10
238,4
239,7
240,4
241,3
242,0
243,4
244,2
245,10
246,0
247,9
248,10
249,5
250,9
251,3
252,2
253,6
254,5
255,2
256,0
257,9
258,0
259,0
260,8
261,8
262,8
263,0
264,5
265,9
266,1
267,3
268,0
269,9
270,4
271,0
272,10
273,4
274,2
275,0
276,9
277,7
278,9
279,9
280,9
281,9
282,2
283,4
284,10
285,9
286,2
287,4
288,3
289,10
290,9
291,4
292,10
293,4
294,1
295,6
296,7
297,4
298,8
299,5
300,2
301,2
302,3
303,1
304,0
305,10
306,4
307,7
308,9
309,3
310,9
311,0
312,1
313,8
314,8
315,5
316,7
317,7
318,5
319,1
320,3
321,2
322,8
323,7
324,4
325,3
326,5
327,6
328,10
329,4
330,8
331,0
332,10
333,9
334,0
335,2
336,8
337,2
338,5
339,10
340,9
341,6
342,9
343,3
344,3
345,4
346,4
347,6
348,4
349,9
350,4
351,3
352,6
353,2
354,7
355,1
356,0
357,10
358,10
359,4
360,2
361,5
362,10
363,5
364,2
365,5
366,4
367,4
368,2
369,0
370,9
371,4
372,5
373,4
374,6
375,4
376,9
377,9
378,8
379,5
380,10
381,7
382,4
383,2
384,3
385,0
386,9
387,10
388,10
389,4
390,4
391,6
392,10
393,10
394,7
395,3
396,8
397,8
398,8
399,1
400,9
401,2
402,9
403,9
404,6
405,10
406,10
407,5
408,0
409,4
410,9
411,7
412,0
413,7
414,3
415,6
416,4
417,4
418,3
419,8
420,5
421,2
422,6
423,10
424,3
425,8
426,6
427,9
428,9
429,9
430,9
431,0
432,7
433,8
434,3
435,2
436,8
437,10
438,1
439,9
440,10
441,2
442,9
443,0
444,2
445,3
446,0
447,10
448,0
449,2
450,4
451,9
452,3
453,9
454,6
455,6
456,5
457,4
458,8
459,7
460,10
461,9
462,10
463,4
464,2
465,1
466,7
467,7
468,9
469,0
470,5
471,4
472,8
473,8
474,9
475,8
476,6
477,2
478,0
479,6
480,0
481,0
482,3
483,1
484,10
485,4
486,9
487,9
488,5
489,9
490,3
491,1
492,7
493,2
494,5
495,2
496,8
497,10
498,5
499,10
500,6
501,1
502,5
503,6
504,0
