Id,Category
0,1
1,10
2,6
3,9
4,6
5,0
6,9
7,10
8,0
9,1
10,9
11,0
12,5
13,10
14,4
15,9
16,9
17,4
18,5
19,1
20,5
21,5
22,1
23,1
24,1
25,0
26,10
27,5
28,5
29,8
30,5
31,5
32,6
33,2
34,5
35,1
36,5
37,10
38,10
39,2
40,6
41,1
42,5
43,6
44,8
45,1
46,10
47,6
48,5
49,9
50,10
51,1
52,3
53,0
54,4
55,8
56,7
57,1
58,6
59,4
60,5
61,5
62,6
63,3
64,10
65,1
66,1
67,9
68,4
69,10
70,5
71,5
72,6
73,8
74,5
75,6
76,4
77,1
78,1
79,9
80,6
81,2
82,9
83,8
84,7
85,0
86,4
87,4
88,9
89,6
90,5
91,4
92,3
93,5
94,6
95,6
96,1
97,2
98,6
99,10
100,3
101,8
102,5
103,5
104,0
105,7
106,6
107,5
108,9
109,10
110,5
111,5
112,5
113,3
114,9
115,4
116,6
117,6
118,9
119,5
120,2
121,5
122,6
123,5
124,1
125,5
126,6
127,5
128,10
129,9
130,5
131,5
132,10
133,3
134,1
135,3
136,3
137,10
138,3
139,3
140,8
141,5
142,5
143,5
144,1
145,6
146,9
147,5
148,10
149,5
150,5
151,4
152,6
153,2
154,10
155,1
156,1
157,1
158,8
159,5
160,5
161,2
162,5
163,5
164,8
165,5
166,5
167,8
168,3
169,9
170,8
171,1
172,4
173,9
174,7
175,5
176,1
177,10
178,8
179,6
180,1
181,8
182,9
183,6
184,6
185,9
186,5
187,3
188,3
189,4
190,1
191,3
192,1
193,0
194,7
195,5
196,8
197,9
198,4
199,1
200,9
201,8
202,5
203,7
204,9
205,4
206,7
207,4
208,10
209,4
210,4
211,5
212,8
213,5
214,9
215,4
216,10
217,1
218,6
219,5
220,5
221,5
222,5
223,6
224,5
225,5
226,1
227,9
228,6
229,1
230,4
231,1
232,7
233,2
234,6
235,2
236,4
237,10
238,3
239,6
240,4
241,3
242,5
243,4
244,6
245,5
246,5
247,4
248,10
249,5
250,9
251,3
252,5
253,3
254,5
255,4
256,0
257,9
258,4
259,0
260,8
261,8
262,6
263,7
264,5
265,9
266,1
267,6
268,3
269,4
270,9
271,2
272,8
273,4
274,4
275,1
276,9
277,0
278,2
279,9
280,9
281,9
282,2
283,4
284,10
285,7
286,5
287,4
288,1
289,10
290,9
291,4
292,1
293,8
294,5
295,6
296,7
297,0
298,1
299,5
300,6
301,9
302,6
303,1
304,7
305,10
306,8
307,7
308,9
309,3
310,7
311,0
312,7
313,8
314,8
315,6
316,7
317,3
318,6
319,1
320,1
321,2
322,8
323,7
324,9
325,3
326,5
327,6
328,7
329,5
330,8
331,0
332,5
333,9
334,0
335,6
336,1
337,1
338,5
339,10
340,9
341,6
342,5
343,5
344,3
345,6
346,3
347,6
348,4
349,9
350,6
351,8
352,6
353,2
354,6
355,1
356,3
357,10
358,10
359,4
360,2
361,5
362,10
363,4
364,1
365,5
366,4
367,4
368,8
369,6
370,9
371,6
372,2
373,5
374,7
375,4
376,9
377,9
378,2
379,5
380,10
381,6
382,4
383,9
384,4
385,0
386,4
387,10
388,10
389,0
390,0
391,7
392,10
393,10
394,7
395,2
396,8
397,8
398,8
399,1
400,9
401,1
402,9
403,9
404,6
405,6
406,8
407,5
408,5
409,4
410,5
411,7
412,0
413,7
414,1
415,7
416,4
417,6
418,1
419,8
420,5
421,8
422,5
423,6
424,3
425,8
426,6
427,4
428,9
429,9
430,9
431,5
432,7
433,5
434,3
435,2
436,8
437,10
438,1
439,9
440,10
441,9
442,1
443,2
444,5
445,7
446,4
447,10
448,0
449,7
450,4
451,9
452,3
453,1
454,6
455,6
456,5
457,4
458,8
459,7
460,6
461,9
462,10
463,4
464,3
465,4
466,6
467,7
468,9
469,5
470,5
471,3
472,8
473,8
474,9
475,4
476,6
477,2
478,1
479,6
480,5
481,9
482,3
483,9
484,10
485,5
486,1
487,9
488,5
489,9
490,3
491,4
492,7
493,2
494,5
495,5
496,8
497,8
498,2
499,10
500,6
501,1
502,5
503,1
504,0
505,6
506,6
507,8
508,10
509,10
510,2
511,7
512,9
513,4
514,3
515,2
516,4
517,9
518,5
519,6
520,5
521,0
522,6
523,1
524,2
525,2
526,6
527,9
528,6
529,0
530,9
531,1
532,5
533,1
534,7
535,10
536,9
537,4
538,0
539,5
540,2
541,9
542,8
543,0
544,9
545,8
546,0
547,5
548,3
549,5
550,1
551,5
552,1
553,6
554,4
555,2
556,1
557,5
558,6
559,5
560,0
561,2
562,5
563,8
564,5
565,9
566,5
567,1
568,8
569,3
570,5
571,2
572,0
573,5
574,8
575,4
576,8
577,7
578,1
579,2
580,2
581,5
582,5
583,9
584,7
585,7
586,8
587,5
588,7
589,5
590,9
591,7
592,9
593,5
594,7
595,9
596,5
597,3
598,4
599,0
600,5
601,10
602,6
603,6
604,2
605,6
606,9
607,9
608,8
609,2
610,5
611,4
612,5
613,0
614,5
615,10
616,3
617,6
618,4
619,9
620,7
621,0
622,9
623,10
624,4
625,0
626,6
627,5
628,1
629,6
630,0
631,0
632,8
633,2
634,4
635,5
636,9
637,1
638,8
639,6
640,10
641,0
642,1
643,1
644,0
645,4
646,7
647,5
648,5
649,6
650,7
651,10
652,8
653,5
654,1
655,5
656,5
657,5
658,2
659,4
660,2
661,7
662,0
663,9
664,9
665,1
666,6
667,5
668,6
669,4
670,7
671,6
672,1
673,6
674,5
675,5
676,3
677,2
678,5
679,1
680,1
681,2
682,8
683,5
684,3
685,6
686,7
687,4
688,7
689,6
690,2
691,9
692,2
693,5
694,0
695,0
696,7
697,8
698,4
699,1
700,1
701,8
702,10
703,4
704,3
705,10
706,8
707,6
708,5
709,4
710,6
711,8
712,6
713,9
714,6
715,3
716,4
717,5
718,4
719,9
720,10
721,6
722,4
723,10
724,1
725,4
726,5
727,1
728,5
729,3
730,8
731,9
732,2
733,6
734,4
735,1
736,3
737,5
738,2
739,7
740,3
741,3
742,4
743,3
744,7
745,2
746,7
747,1
748,6
749,8
750,4
751,1
752,6
753,5
754,8
755,4
756,8
757,10
758,4
759,10
760,2
761,2
762,3
763,7
764,2
765,9
766,2
767,9
768,5
769,10
770,6
771,9
772,5
773,5
774,6
775,2
776,8
777,5
778,10
779,6
780,4
781,8
782,9
783,4
784,6
785,4
786,9
787,0
788,8
789,10
790,6
791,5
792,7
793,9
794,7
795,2
796,9
797,9
798,4
799,1
800,4
801,1
802,4
803,8
804,0
805,0
806,10
807,8
808,10
809,4
810,7
811,9
812,5
813,5
814,5
815,1
816,0
817,2
818,3
819,8
820,10
821,8
822,9
823,10
824,2
825,5
826,4
827,5
828,9
829,0
830,4
831,6
832,8
833,1
834,2
835,5
836,5
837,3
838,2
839,3
840,5
841,10
842,8
843,3
844,8
845,8
846,3
847,8
848,3
849,1
850,5
851,9
852,4
853,1
854,10
855,10
856,10
857,10
858,7
859,5
860,1
861,2
862,0
863,1
864,2
865,4
866,2
867,7
868,8
869,8
870,3
871,7
872,5
873,6
874,9
875,3
876,8
877,2
878,5
879,10
880,5
881,5
882,9
883,6
884,9
885,8
886,6
887,6
888,5
889,4
890,6
891,8
892,5
893,9
894,7
895,5
896,1
897,5
898,4
899,5
900,6
901,10
902,8
903,1
904,5
905,1
906,7
907,9
908,9
909,4
910,10
911,7
912,5
913,5
914,0
915,3
916,4
917,3
918,1
919,4
920,0
921,4
922,8
923,9
924,9
925,5
926,2
927,3
928,6
929,9
930,9
931,5
932,9
933,4
934,4
935,5
936,2
937,2
938,9
939,1
940,9
941,5
942,3
943,10
944,3
945,10
946,7
947,8
948,7
949,2
950,0
951,1
952,6
953,9
954,9
955,1
956,6
957,6
958,3
959,4
960,2
961,3
962,6
963,7
964,5
965,6
966,5
967,5
968,1
969,4
970,10
971,4
972,5
973,5
974,3
975,5
976,7
977,5
978,8
979,0
980,0
981,7
982,4
983,1
984,6
985,1
986,5
987,5
988,10
989,1
990,5
991,7
992,8
993,7
994,1
995,7
996,0
997,5
998,9
999,4
1000,9
1001,5
1002,10
1003,7
1004,1
1005,7
1006,7
1007,1
1008,1
1009,6
1010,5
1011,1
1012,6
1013,8
1014,4
1015,10
1016,4
1017,5
1018,2
1019,9
1020,8
1021,9
1022,5
1023,8
1024,9
1025,5
1026,10
1027,0
1028,10
1029,5
1030,10
1031,4
1032,7
1033,9
1034,1
1035,7
1036,6
1037,0
1038,5
1039,8
1040,9
1041,8
1042,9
1043,5
1044,5
1045,4
1046,1
1047,5
1048,6
1049,9
1050,1
1051,1
1052,9
1053,6
1054,8
1055,5
1056,6
1057,5
1058,2
1059,9
1060,10
1061,10
1062,5
1063,5
1064,9
1065,5
1066,0
1067,8
1068,9
1069,9
1070,4
1071,7
1072,0
1073,2
1074,10
1075,4
1076,0
1077,5
1078,2
1079,10
1080,5
1081,5
1082,6
1083,4
1084,2
1085,9
1086,7
1087,6
1088,1
1089,2
1090,1
1091,6
1092,1
1093,5
1094,5
1095,8
1096,10
1097,2
1098,1
1099,7
1100,9
1101,1
1102,5
1103,4
1104,6
1105,9
1106,9
1107,10
1108,8
1109,9
1110,8
1111,9
1112,5
1113,5
1114,6
1115,3
1116,5
1117,5
1118,4
1119,5
1120,6
1121,6
1122,7
1123,0
1124,2
1125,9
1126,6
1127,3
1128,8
1129,6
1130,4
1131,2
1132,2
1133,3
1134,4
1135,8
1136,6
1137,4
1138,3
1139,7
1140,7
1141,3
1142,4
1143,5
1144,8
1145,3
1146,4
1147,10
1148,5
1149,10
1150,6
1151,6
1152,0
1153,5
1154,2
1155,9
1156,5
1157,5
1158,2
1159,1
1160,9
1161,8
1162,9
1163,9
1164,3
1165,2
1166,5
1167,5
1168,4
1169,5
1170,4
1171,5
1172,6
1173,8
1174,8
1175,8
1176,10
1177,4
1178,2
1179,4
1180,2
1181,6
1182,4
1183,8
1184,1
1185,6
1186,6
1187,5
1188,5
1189,9
1190,7
1191,5
1192,8
1193,5
1194,10
1195,3
1196,4
1197,5
1198,6
1199,1
1200,9
1201,0
1202,2
1203,1
1204,5
1205,6
1206,8
1207,9
1208,9
1209,3
1210,1
1211,8
1212,5
1213,10
1214,5
1215,8
1216,8
1217,8
1218,6
1219,1
1220,10
1221,5
1222,4
1223,1
1224,0
1225,6
1226,8
1227,6
1228,1
1229,9
1230,5
1231,6
1232,10
1233,5
1234,5
1235,3
1236,5
1237,0
1238,4
1239,9
1240,5
1241,5
1242,8
1243,9
1244,9
1245,8
1246,5
1247,5
1248,3
1249,5
1250,8
1251,2
1252,10
1253,5
1254,5
1255,8
1256,4
1257,10
1258,5
1259,1
1260,7
